9.026138782501220703e-01 4.900000000000000000e+01
1.396298408508300781e-02 4.900000000000000000e+01
1.396226882934570312e-02 4.800000000000000000e+01
1.894903182983398438e-02 4.800000000000000000e+01
1.396346092224121094e-02 4.900000000000000000e+01
1.595687866210937500e-02 4.900000000000000000e+01
1.994681358337402344e-02 4.900000000000000000e+01
1.496028900146484375e-02 5.000000000000000000e+01
1.296544075012207031e-02 5.000000000000000000e+01
1.396226882934570312e-02 5.000000000000000000e+01
1.396250724792480469e-02 4.900000000000000000e+01
1.696157455444335938e-02 5.000000000000000000e+01
1.894330978393554688e-02 5.000000000000000000e+01
1.396250724792480469e-02 5.000000000000000000e+01
2.094388008117675781e-02 4.900000000000000000e+01
1.495933532714843750e-02 5.000000000000000000e+01
1.296591758728027344e-02 5.000000000000000000e+01
1.795172691345214844e-02 5.000000000000000000e+01
1.695537567138671875e-02 5.000000000000000000e+01
1.496076583862304688e-02 4.900000000000000000e+01
1.994585990905761719e-02 5.000000000000000000e+01
1.994633674621582031e-02 5.000000000000000000e+01
1.695513725280761719e-02 5.000000000000000000e+01
1.396274566650390625e-02 5.000000000000000000e+01
1.396226882934570312e-02 5.000000000000000000e+01
1.695394515991210938e-02 5.000000000000000000e+01
1.795172691345214844e-02 5.000000000000000000e+01
1.396250724792480469e-02 5.000000000000000000e+01
1.695656776428222656e-02 5.000000000000000000e+01
1.894879341125488281e-02 4.900000000000000000e+01
1.795196533203125000e-02 4.900000000000000000e+01
1.994633674621582031e-02 4.900000000000000000e+01
1.396346092224121094e-02 4.900000000000000000e+01
1.396226882934570312e-02 4.900000000000000000e+01
1.396632194519042969e-02 4.900000000000000000e+01
1.395893096923828125e-02 4.900000000000000000e+01
1.495957374572753906e-02 5.000000000000000000e+01
1.296663284301757812e-02 4.900000000000000000e+01
1.396155357360839844e-02 4.900000000000000000e+01
1.894974708557128906e-02 4.900000000000000000e+01
1.445579528808593750e-02 4.900000000000000000e+01
1.396322250366210938e-02 4.900000000000000000e+01
1.296544075012207031e-02 4.900000000000000000e+01
1.595759391784667969e-02 4.900000000000000000e+01
1.495981216430664062e-02 4.900000000000000000e+01
1.595783233642578125e-02 4.900000000000000000e+01
1.946568489074707031e-02 4.900000000000000000e+01
1.895046234130859375e-02 4.900000000000000000e+01
1.994538307189941406e-02 4.900000000000000000e+01
1.795125007629394531e-02 4.800000000000000000e+01
2.094435691833496094e-02 4.900000000000000000e+01
1.396203041076660156e-02 4.900000000000000000e+01
1.894879341125488281e-02 4.900000000000000000e+01
1.296353340148925781e-02 4.800000000000000000e+01
1.296520233154296875e-02 4.800000000000000000e+01
1.994609832763671875e-02 4.900000000000000000e+01
1.994705200195312500e-02 4.900000000000000000e+01
1.396226882934570312e-02 4.900000000000000000e+01
1.396322250366210938e-02 4.900000000000000000e+01
1.994752883911132812e-02 4.900000000000000000e+01
1.396322250366210938e-02 4.900000000000000000e+01
1.994609832763671875e-02 4.900000000000000000e+01
1.695775985717773438e-02 5.000000000000000000e+01
1.595830917358398438e-02 5.000000000000000000e+01
1.396226882934570312e-02 5.000000000000000000e+01
1.296424865722656250e-02 5.000000000000000000e+01
1.695489883422851562e-02 5.000000000000000000e+01
1.296734809875488281e-02 5.000000000000000000e+01
1.396274566650390625e-02 5.000000000000000000e+01
1.894855499267578125e-02 5.000000000000000000e+01
1.396298408508300781e-02 5.000000000000000000e+01
1.296472549438476562e-02 4.900000000000000000e+01
1.298689842224121094e-02 5.000000000000000000e+01
1.496243476867675781e-02 4.900000000000000000e+01
1.412582397460937500e-02 4.900000000000000000e+01
1.695442199707031250e-02 5.000000000000000000e+01
2.094435691833496094e-02 5.000000000000000000e+01
1.994681358337402344e-02 5.000000000000000000e+01
1.296496391296386719e-02 5.000000000000000000e+01
1.296448707580566406e-02 5.000000000000000000e+01
1.795077323913574219e-02 5.000000000000000000e+01
1.335763931274414062e-02 5.000000000000000000e+01
1.994657516479492188e-02 5.000000000000000000e+01
1.595687866210937500e-02 5.000000000000000000e+01
1.396203041076660156e-02 5.000000000000000000e+01
1.296591758728027344e-02 5.000000000000000000e+01
1.995420455932617188e-02 5.000000000000000000e+01
1.296830177307128906e-02 5.000000000000000000e+01
1.396250724792480469e-02 5.000000000000000000e+01
2.029442787170410156e-02 5.000000000000000000e+01
1.296639442443847656e-02 5.000000000000000000e+01
1.338219642639160156e-02 5.000000000000000000e+01
1.296401023864746094e-02 5.000000000000000000e+01
2.094364166259765625e-02 5.000000000000000000e+01
1.695537567138671875e-02 5.000000000000000000e+01
1.397013664245605469e-02 4.900000000000000000e+01
1.947116851806640625e-02 4.900000000000000000e+01
1.994562149047851562e-02 4.900000000000000000e+01
1.396203041076660156e-02 4.900000000000000000e+01
1.296520233154296875e-02 4.900000000000000000e+01
1.396203041076660156e-02 4.900000000000000000e+01
1.398849487304687500e-02 4.900000000000000000e+01
1.396226882934570312e-02 5.000000000000000000e+01
1.595854759216308594e-02 4.900000000000000000e+01
1.496005058288574219e-02 5.000000000000000000e+01
1.296257972717285156e-02 4.900000000000000000e+01
1.296544075012207031e-02 4.900000000000000000e+01
1.394391059875488281e-02 4.900000000000000000e+01
1.748347282409667969e-02 4.800000000000000000e+01
1.795220375061035156e-02 4.900000000000000000e+01
1.994729042053222656e-02 4.900000000000000000e+01
1.994800567626953125e-02 4.900000000000000000e+01
1.994466781616210938e-02 4.900000000000000000e+01
